SKU;Ürün Adı;Marka;Model;Kategori;Fiyat TL (KDV dahil);İşlev Grubu;Kullanım Yeri;Uygun Olduğu Sistemler;Açıklama
S5302;"JAK REKORU 1/2""";Sayım;"1/2""";Hortum Ek Parçaları;20,53;"jak musluk rekoru 1/2""";"1/2"" musluk çıkışını jaklı hortum sistemi ile uyumlu hale getirmek için kullanılır.";"ev tipi bahçe muslukları, 1/2"" çıkışlı tesisatlar";"1/2"" dişli musluğa takılan ve ön yüzünde jak yuvası bulunan adaptördür; jaklı hortum ve tabancaların hızlı bağlanmasını sağlar."
S5303;"JAK REKORU 3/4""";Sayım;"3/4""";Hortum Ek Parçaları;20,53;"jak musluk rekoru 3/4""";"3/4"" musluk çıkışını jaklı hortum sistemi ile uyumlu hale getirmek için kullanılır.";"dış mekân bahçe muslukları, 3/4"" vana çıkışları";"3/4"" dişli musluk veya vana üzerine takılan jak adaptörüdür; hortum jaklarının kolay takılıp çıkarılmasını sağlar."
S5304;"JAK REKORU 3/4""-1/2""";Sayım;"3/4""-1/2""";Hortum Ek Parçaları;28,22;"jak reduksiyon rekoru 3/4""-1/2""";"3/4"" dişli çıkışı 1/2"" jaklı sisteme uyarlamak için kullanılır.";"3/4"" musluk/vana çıkışları ile 1/2"" jaklı hortum sistemleri";"3/4"" dişten 1/2"" jak yuvasına geçiş sağlayan reduksiyon rekorudur; farklı ölçüdeki musluk ve hortum jaklarının birlikte kullanılmasına imkân verir."
KALPE10011010;PE100 KANGAL BORU 110x10 ATÜ;Kalde;110x10;Borular;274,57;PE100 kangal ana boru;Kuyudan/hidrofordan çıkan ana hatlarda ve uzun mesafeli hatlarda kullanılır.;tarla sulama, yağmurlama, damla sulama ana hatları, içme suyu ve temiz su taşıma;"110 mm çapında, PE100 malzemeden üretilmiş, 10 ATÜ (10 bar) basınç sınıfına sahip kangal borudur; ara ek yeri az olduğu için uzun mesafeli gömülü hatlarda ana boru olarak tercih edilir. Kangal şeklindedir."
KALPE1002016;PE100 KANGAL BORU 20x16 ATÜ;Kalde;20x16;Borular;13,92;PE100 basınçlı su borusu;Küçük çaplı dağıtım ve kolektör hatlarında kullanılır.;damla sulama ana hattı, küçük yağmurlama sistemleri, bahçe ve hobi sulaması, temiz su hatları;"20 mm çapında, PE100 malzemeden, 16 ATÜ (16 bar) basınç sınıfına sahip borudur; yüksek basınca dayanımı sayesinde hem tarımsal hem içme suyu hatlarında emniyetli kullanım sağlar. Kangal şeklindedir."
KALPE10025125;PE100 KANGAL BORU 25x12,5 ATÜ;Kalde;25x12,5;Borular;17,84;PE100 basınçlı su borusu;Orta çaplı dağıtım hatlarında ve tarla içi ana kollarda kullanılır.;damla ve yağmurlama sulama, tarla sulama ana/yan hatları, peyzaj sulama, temiz su şebekeleri;"25 mm çapında, PE100 malzemeden, 12,5 ATÜ basınç sınıfına sahip borudur; tarımsal sulama ve basınçlı temiz su tesisatlarında güvenli ve uzun ömürlü hatlar oluşturur. Kangal şeklindedir."
KALPE1003210;PE100 KANGAL BORU 32x10 ATÜ;Kalde;32x10;Borular;24,01;PE100 basınçlı su borusu;Tarla içi ana hatlarda ve küçük blok besleme hatlarında kullanılır.;yağmurlama sulama ana/yan hatları, damla sulama ana hattı, peyzaj sulama, içme suyu;"32 mm çapında, PE100 malzemeden, 10 ATÜ basınç sınıfına sahip borudur; hem gömülü hem yüzeyde kullanılan orta çaplı ana hatlar için uygundur. Kangal şeklindedir."
KALPE1004010;PE100 KANGAL BORU 40x10 ATÜ;Kalde;40x10;Borular;38,11;PE100 basınçlı su borusu;Orta-büyük çaplı ana hatlarda ve kollektör çıkışlarında kullanılır.;tarla sulama, yağmurlama ve damla ana hatları, peyzaj sulama, temiz su şebekeleri;"40 mm çapında, PE100 malzemeden, 10 ATÜ basınç sınıfına sahip borudur; uzun ömürlü, korozyona dayanıklı ana boru olarak kullanılır. Kangal şeklindedir."
KALPE1005010;PE100 KANGAL BORU 50x10 ATÜ;Kalde;50x10;Borular;56,90;PE100 basınçlı su borusu;Ana taşıyıcı hatlarda ve blok besleme hatlarında kullanılır.;tarla sulama ana hattı, büyük bahçe ve peyzaj sulama, içme suyu ve endüstriyel hatlar;"50 mm çapında, PE100 malzemeden, 10 ATÜ basınç sınıfına sahip borudur; yüksek debili ana hatlarda basınç kaybını azaltmak için tercih edilir. Kangal şeklindedir."
KALPE1006310;PE100 KANGAL BORU 63x10 ATÜ;Kalde;63x10;Borular;91,35;PE100 basınçlı su borusu;Parsel ana hatları, kolektör–tarla arası bağlantılar ve uzun mesafeli hatlarda kullanılır.;tarla sulama, yağmurlama ve damla ana hatları, köy içi ve tesis içi temiz su şebekeleri;"63 mm çapında, PE100 malzemeden, 10 ATÜ basınç sınıfına sahip borudur; geniş debi ihtiyacı olan ana hatlarda güvenli ve esnek boru çözümü sunar. Kangal şeklindedir."
KALPE1007510;PE100 KANGAL BORU 75x10 ATÜ;Kalde;75x10;Borular;128,93;PE100 basınçlı su borusu;Yüksek debili ana hatlarda, blok ve parsel besleme hatlarında kullanılır.;büyük tarla sulama projeleri, yağmurlama ana hatları, büyük peyzaj ve tesis içi temiz su hatları;"75 mm çapında, PE100 malzemeden, 10 ATÜ basınç sınıfına sahip borudur; arazideki ana taşıyıcı hatlarda düşük basınç kaybı ve uzun ömür sağlar. Kangal şeklindedir."
KALPE1009010;PE100 KANGAL BORU 90x10 ATÜ;Kalde;90x10;Borular;184,79;PE100 basınçlı su borusu;Çok yüksek debi gerektiren ana iletim hatlarında kullanılır.;geniş ölçekli tarla sulama, pompa istasyonu–tarla arası ana iletim hatları, yerleşim içi temiz su şebekeleri;"90 mm çapında, PE100 malzemeden, 10 ATÜ basınç sınıfına sahip borudur; pompa çıkışı ve ana iletim borusu olarak yüksek debiyi güvenle taşıması için tercih edilir. Kangal şeklindedir."
DEL01;KANGAL BORU DELME APARATI 16mm;Serdrip;16mm;Damlama;61,78;kangal boru delme aparatı 16 mm;PE100 kangal boru üzerinde 16 mm çıkış delikleri açmak için kullanılır.;damla sulama, mikro yağmurlama, PE ana hatlı tarla ve bahçe sulama sistemleri;"El tipi delici aparattır; PE100 kangal boru üzerinde 16 mm çapında düzgün delik açarak saddelı çıkış, mini vana veya kurtağzı bağlantı takılmasını sağlar."
DEL02;KANGAL BORU DELME APARATI 20mm;Serdrip;20mm;Damlama;67,96;kangal boru delme aparatı 20 mm;PE100 kangal boru üzerinde 20 mm çıkış delikleri açmak için kullanılır.;damla ve mikro sulama ana hatları, PE boru ile yapılan sulama sistemleri;"El tipi delici aparattır; PE100 ana boru üzerinde 20 mm çapında delik açarak 20 mm kurtağzı çıkış, mini vana veya saddelı bağlantıların montajını sağlar."
S5305;KELEPÇELİ MUSLUK BAĞLANTI;Sayım;Bağlantı;Hortum Ek Parçaları;64,15;kelepçeli musluk hortum bağlantısı;Dişsiz veya düz ağızlı musluklara bahçe hortumu bağlamak için kullanılır.;bahçe hortumu ile manuel sulama, temizlik ve yıkama uygulamaları;"Musluk ağzına kelepçe ile sabitlenen hortum adaptörüdür; diş açılmamış musluklarda hortumu güvenli ve sızdırmaz şekilde bağlamaya yarar."
KBM01;"KÜRESEL BAHÇE MUSLUĞU KOLLU 1/2""";Diğer;"1/2""";Hortum Ek Parçaları;158,56;"kollu küresel bahçe musluğu 1/2""";"Duvar çıkışı veya hat sonu 1/2"" musluk olarak kullanılır.";bahçe sulama, evsel su kullanımı, hortumlu sulama ve temizlik;"Metal gövdeli, kolu ile 90° aç-kapa yapılan 1/2"" küresel bahçe musluğudur; hortum rekoru veya jak rekoru ile bahçe hortumu bağlanarak kullanılır."
KBM02;"KÜRESEL BAHÇE MUSLUĞU KOLLU 3/4""";Diğer;"3/4""";Hortum Ek Parçaları;162,05;"kollu küresel bahçe musluğu 3/4""";"3/4"" dişli çıkışlarda bahçe musluğu olarak kullanılır.";bahçe ve peyzaj sulaması, yüksek debili hortumlu yıkama;"Metal gövdeli 3/4"" küresel bahçe musluğudur; kolu ile hızlı aç-kapa yapılır, 3/4"" hortum rekoru veya jak adaptörü ile hortum bağlantısı yapılır."
KV112;"METAL KÜRESEL VANA 1 1/2"" PN16";Kalde;"1 1/2""";Vanalar;1413,91;"metal küresel vana 1 1/2"" PN16";"1 1/2"" hatlarda suyu kesmek, devreyi kapatmak veya açmak için kullanılır.";tarla sulama ana hatları, hidrofor çıkışları, endüstriyel su tesisatları;"PN16 basınç sınıfında, tam geçişli 1 1/2"" metal küresel vanadır; yüksek basınçlı temiz su ve sulama hatlarında emniyetli aç-kapa elemanı olarak görev yapar."
KV114;"METAL KÜRESEL VANA 1 1/4"" PN16";Kalde;"1 1/4""";Vanalar;954,20;"metal küresel vana 1 1/4"" PN16";"1 1/4"" boru hatlarında aç-kapa kontrolü için kullanılır.";tarla ve bahçe sulama, hidrofor hatları, tesis içi su hatları;"PN16 sınıfında, 1 1/4"" dişli giriş-çıkışlı metal küresel vanadır; ana ve yan hatlarda suyu tamamen kesmek veya devreye almak için kullanılır."
KV1;"METAL KÜRESEL VANA 1"" PN16";Kalde;"1""";Vanalar;536,32;"metal küresel vana 1"" PN16";"1"" boru hatlarında aç-kapa yapmak için kullanılır.";bahçe sulama sistemleri, damla ve yağmurlama ana hatları, temiz su tesisatları;"PN16 basınca dayanıklı 1"" metal küresel vanadır; kompakt yapısıyla kolektör, pompa çıkışı ve bölge vanası olarak kullanıma uygundur."
KV12;"METAL KÜRESEL VANA 1/2"" PN16";Kalde;"1/2""";Vanalar;217,91;"metal küresel vana 1/2"" PN16";"1/2"" hatlarda lokal su kesme noktası oluşturmak için kullanılır.";evsel su tesisatı, küçük sulama hatları, cihaz giriş-çıkışları;"PN16 sınıfı 1/2"" metal küresel vanadır; küçük çaplı hat ve cihaz bağlantılarında güvenilir aç-kapa imkânı sağlar."
KV212;"METAL KÜRESEL VANA 2 1/2"" PN16";Kalde;"2 1/2""";Vanalar;4395,18;"metal küresel vana 2 1/2"" PN16";"2 1/2"" çaplı ana hatlarda yüksek debili suyun kontrolü için kullanılır.";tarla sulama ana iletim hatları, endüstriyel su ve proses hatları;"PN16 basınç dayanımlı, tam geçişli 2 1/2"" metal küresel vanadır; büyük debili ana hatlarda bölge veya hat vanası olarak görev yapar."
KV2;"METAL KÜRESEL VANA 2"" PN16";Kalde;"2""";Vanalar;2151,88;"metal küresel vana 2"" PN16";"2"" çaplı boru hatlarında suyu açıp kapatmak için kullanılır.";tarla sulama, pompa çıkışları, içme ve proses suyu hatları;"PN16 sınıfında, 2"" dişli metal küresel vanadır; hem sulama hem endüstriyel su sistemlerinde ana/yan hat kontrol vanası olarak kullanılır."
KV3;"METAL KÜRESEL VANA 3"" PN16";Kalde;"3""";Vanalar;6609,84;"metal küresel vana 3"" PN16";"3"" ana hatlarda yüksek debili suyun kontrolünü sağlamak için kullanılır.";büyük tarla sulama projeleri, tesis ana iletim hatları, endüstriyel su sistemleri;"PN16 basınç sınıfında, tam geçişli 3"" metal küresel vanadır; çok yüksek debili hatlarda bölge vanası veya hat sonu vanası olarak kullanılır."
KV34;"METAL KÜRESEL VANA 3/4"" PN16";Kalde;"3/4""";Vanalar;319,03;"metal küresel vana 3/4"" PN16";"3/4"" boru hatlarında aç-kapa kontrolü için kullanılır.";bahçe ve peyzaj sulama, damla/yağmurlama kolektörleri, temiz su tesisatı;"PN16 sınıfında 3/4"" metal küresel vanadır; kolektör, filtre öncesi/sonrası ve küçük ana hatlarda bölge vanası olarak kullanılır."
KV4;"METAL KÜRESEL VANA 4"" PN16";Kalde;"4""";Vanalar;11617,06;"metal küresel vana 4"" PN16";"4"" çaplı ana iletim hatlarında suyu kontrol etmek için kullanılır.";geniş çaplı tarla sulama, pompa istasyonu çıkışları, endüstriyel su ve proses hatları;"PN16 basınç dayanımlı 4"" metal küresel vanadır; çok yüksek debili ana iletim hatlarında güvenilir aç-kapa elemanı olarak kullanılır."
MAKETMET;MAKET BIÇAĞI METAL;Diğer;Metal;Tesisat;67,96;metal maket bıçağı;Ambalaj, hortum, damla borusu ve yalıtım malzemelerini kesmek için kullanılır.;sulama malzeme montajı, şantiye ve atölye kullanımı;"Metal gövdeli, sağlam yapılı maket bıçağıdır; yedek ağız takılabilen, profesyonel montaj ve kesim işlerinde kullanılan el aletidir."
MAKETPLS;MAKET BIÇAĞI PLASTİK;Diğer;Plastik;Tesisat;13,50;plastik maket bıçağı;Hafif kesim işlerinde, ambalaj ve ince plastik malzemelerin kesiminde kullanılır.;günlük mağaza ve depo işleri, montaj hazırlıkları;"Plastik gövdeli maket bıçağıdır; hafif ve ekonomik yapısıyla paket açma ve küçük kesim işlerinde kullanılır."
MAKETYED;MAKET BIÇAĞI YEDEK AĞZI 10LU PAKET;Diğer;10lu paket;Tesisat;40,58;maket bıçağı yedek ucu;Maket bıçaklarının körelen ağızlarını değiştirmek için kullanılır.;sulama montaj ekipleri, depo ve mağaza kullanımı;"Standart maket bıçaklarıyla uyumlu yedek bıçaklardan oluşan 10’lu pakettir; sürekli keskin çalışmayı sağlar ve iş güvenliğini artırır."
MLU10;MANYETİK LOKMA UÇ 10MM;Diğer;10mm;Tesisat;52,24;manyetik lokma uç 10 mm;10 mm başlı vida ve cıvataların montajında kullanılır.;boru kelepçeleri, konsol ve taşıyıcı montajları, genel tesisat işleri;"10 mm lokma ölçüsünde, matkap veya darbeli tornavida ile kullanılan manyetik uçtur; cıvatayı tutarak hızlı kelepçe ve sabitleme montajı yapılmasını sağlar."
MLU13;MANYETİK LOKMA UÇ 13MM;Diğer;13mm;Tesisat;61,18;manyetik lokma uç 13 mm;13 mm başlı vida ve cıvataların montajında kullanılır.;büyük kelepçe ve taşıyıcı sistem montajları, şantiye ve atölye işleri;"13 mm lokma ölçüsünde manyetik uçtur; ağır hizmet kelepçe ve bağlantı elemanlarının hızlı ve güvenli montajını sağlar."
DEL03;MATKAP UÇLU DELME APARATI 16mm;Serdrip;16mm;Damlama;54,00;matkap uçlu delme aparatı 16 mm;Elektrikli matkapla PE boru üzerinde 16 mm çıkış delikleri açmak için kullanılır.;damla ve mikro sulama ana hatları, PE100 boru sistemleri;"Matkap mandrenine takılarak kullanılan 16 mm delme aparatıdır; PE boruda düzgün ve çapaksız delik açarak kurtağzı ve mini vana montajını hızlandırır."
DEL04;MATKAP UÇLU DELME APARATI 20mm;Serdrip;20mm;Damlama;56,16;matkap uçlu delme aparatı 20 mm;Elektrikli matkapla PE boru üzerinde 20 mm çıkış delikleri açmak için kullanılır.;damla sulama, mikro yağmurlama, PE ana hatlı sulama sistemleri;"Matkapla kullanılan 20 mm delme aparatıdır; PE borularda 20 mm çapında temiz delik açıp 20 mm çıkış elemanlarının sızdırmaz montajını sağlar."
MSTU400;MİNİSPRİNK TAKIM UZUN MAVİ 400 LT/H;Poelsan;400 lt/h;Damlama;54,61;minisprink takım uzun 400 l/h (mavi);Uzun çubuk üzerinde, 400 l/h debili mini sprinkler ile çalı ve çiçek alanlarının sulanmasında kullanılır.;mini yağmurlama sulama, sera ve peyzaj sulaması, meyve fidanlığı;"Mavi gövdeli yaklaşık 400 l/saat debili minisprink, uzun piket ve bağlantı hortumuyla birlikte takımdır; küçük alanlarda ince yağmurlama şeklinde sulama sağlar."
MSTU200;MİNİSPRİNK TAKIM UZUN SARI 200 LT/H;Poelsan;200 lt/h;Damlama;63,83;minisprink takım uzun 200 l/h (sarı);Uzun çubuk üzerinde, daha düşük debili mini sprinkler ile hassas alanların sulanmasında kullanılır.;mini yağmurlama sulama, sera içi, saksı ve çiçek tarhları;"Sarı gövdeli yaklaşık 200 l/saat debili minisprink, uzun piket ve bağlantı hortumundan oluşan takımdır; su tüketimini azaltarak küçük alanları homojen şekilde sulamak için kullanılır."
S1752;"ÖZEL DEPO REKORU 1 1/2""";Sayım;"1 1/2""";Hortum Ek Parçaları;47,05;"depo bağlantı rekoru 1 1/2""";"Plastik/metal su depolarının gövdesine 1 1/2"" boru veya vana çıkışı almak için kullanılır.";su deposu kullanılan tüm sulama sistemleri, hidrofor ve temiz su tesisatları;"Depo cidarına delik açılarak iç–dış somunla sıkılan, dışta 1 1/2"" dişli bağlantı veren özel depo rekorudur; depodan ana hatta sızdırmaz çıkış alınmasını sağlar."
S1751;"ÖZEL DEPO REKORU 1 1/4""";Sayım;"1 1/4""";Hortum Ek Parçaları;47,05;"depo bağlantı rekoru 1 1/4""";"Su depolarından 1 1/4"" çıkış almak için kullanılır.";damla ve yağmurlama sulama, küçük hidrofor sistemleri;"Depo gövdesini iç–dış somunla kavrayan ve dışta 1 1/4"" diş açan depo rekorudur; vana veya boru bağlantısını sızdırmaz şekilde sağlar."
S1750;"ÖZEL DEPO REKORU 1""";Sayım;"1""";Hortum Ek Parçaları;47,05;"depo bağlantı rekoru 1""";"Su depolarından 1"" çapında çıkış almak için kullanılır.";villa ve site bahçeleri, küçük bahçe sulama ve evsel kullanım sistemleri;"Plastik/metal depolara uygulanabilen 1"" dişli depo rekorudur; depodan bahçe hortumu, pompa veya ana hat bağlantısı için kullanılır."
S1748;"ÖZEL DEPO REKORU 1/2""";Sayım;"1/2""";Hortum Ek Parçaları;47,05;"depo bağlantı rekoru 1/2""";"Küçük depolardan 1/2"" hat çıkışı almak için kullanılır.";küçük su depoları, saksı/sera cansuyu sistemleri, evsel uygulamalar;"Depo cidarına takılan 1/2"" dişli bağlantı rekorudur; küçük debili hatlar ve cihaz beslemeleri için depodan sızdırmaz çıkış sağlar."
S1760;"ÖZEL DEPO REKORU 2 1/2""";Sayım;"2 1/2""";Hortum Ek Parçaları;153,96;"depo bağlantı rekoru 2 1/2""";"Büyük hacimli depolardan 2 1/2"" ana hat çıkışı almak için kullanılır.";tarla sulama, yüksek debili hidrofor ve pompa sistemleri;"Depo duvarına monte edilen, dışta 2 1/2"" dişli bağlantı veren ağır hizmet depo rekorudur; yüksek debili ana hat bağlantıları için kullanılır."
S1753;"ÖZEL DEPO REKORU 2""";Sayım;"2""";Hortum Ek Parçaları;47,05;"depo bağlantı rekoru 2""";"Depolardan 2"" çapında ana hat çıkışı almak için kullanılır.";tarla ve bahçe sulama, hidrofor ve temiz su iletim hatları;"2"" dişli çıkışlı depo rekorudur; depodan pompa emişi veya basınç hattına sızdırmaz ve sağlam bağlantı sağlar."
S1761;"ÖZEL DEPO REKORU 3""";Sayım;"3""";Hortum Ek Parçaları;162,52;"depo bağlantı rekoru 3""";"Çok yüksek debili depolardan 3"" ana hat çıkışı almak için kullanılır.";büyük tarla sulama projeleri, endüstriyel su depolama sistemleri;"Depo gövdesine monte edilen 3"" dişli depo rekorudur; 3"" boru ve vana bağlantılarına uygun, geniş kesitli ana hat çıkışı sağlar."
S1749;"ÖZEL DEPO REKORU 3/4""";Sayım;"3/4""";Hortum Ek Parçaları;47,05;"depo bağlantı rekoru 3/4""";"Su depolarında 3/4"" çıkış almak için kullanılır.";villa ve site depoları, bahçe sulama, evsel temiz su sistemleri;"3/4"" dişli bağlantı veren depo rekorudur; depodan musluk, vana veya hortum bağlantısına geçişte sızdırmaz bağlantı sağlar."
PMF112;"PLASTİK MİNİ FİLTRE 1 1/2""";Serdrip;"1 1/2""";Damlama;298,59;"plastik mini filtre 1 1/2""";"1 1/2"" hattaki suyu, damla ve yağmurlama öncesi kaba pislikten arındırmak için kullanılır.";damla sulama, mini/klasik yağmurlama, bahçe ve tarla sulama sistemleri;"1 1/2"" dişli giriş-çıkışlı plastik mini filtredir; içindeki eleği sayesinde boru içindeki kum, pas ve partikülleri tutarak damlatıcı ve sprinklerlerin tıkanmasını önler."
PMF114;"PLASTİK MİNİ FİLTRE 1 1/4""";Serdrip;"1 1/4""";Damlama;298,59;"plastik mini filtre 1 1/4""";"1 1/4"" hatlarda suyu filtrelemek için kullanılır.";damla ve yağmurlama sulama, küçük blok sulama sistemleri;"1 1/4"" dişli bağlantılı plastik mini filtredir; sulama hattı öncesinde suyu süzerek ekipmanların ömrünü uzatır ve bakım ihtiyacını azaltır."
PMF1;"PLASTİK MİNİ FİLTRE 1""";Serdrip;"1""";Damlama;181,21;"plastik mini filtre 1""";"1"" kollektör ve yan hatlarda suyu filtrelemek için kullanılır.";damla sulama, mini sprink sistemleri, villa ve bahçe sulaması;"1"" dişli giriş-çıkışlı kompakt plastik filtredir; küçük ve orta ölçekli sistemlerde ana filtre veya zon filtresi olarak kullanılır."
PMF12;"PLASTİK MİNİ FİLTRE 1/2""";Serdrip;"1/2""";Damlama;181,21;"plastik mini filtre 1/2""";"1/2"" küçük hatlarda lokal filtreleme için kullanılır.";balkon/teras sulaması, hobi bahçesi, küçük damla setleri;"1/2"" dişli plastik mini filtredir; düşük debili uygulamalarda damlatıcı ve nozulları partiküllerden korur."
PMF2;"PLASTİK MİNİ FİLTRE 2""";Serdrip;"2""";Damlama;298,59;"plastik mini filtre 2""";"2"" ana hatlarda suyu damla/yağmurlama öncesi filtrelemek için kullanılır.";tarla sulama ana hatları, büyük blok damla ve yağmurlama sistemleri;"2"" dişli bağlantılı, yüksek debili plastik mini filtredir; geniş alan sulamalarında ana filtre veya zon filtresi görevi görür."
PMF34;"PLASTİK MİNİ FİLTRE 3/4""";Serdrip;"3/4""";Damlama;181,21;"plastik mini filtre 3/4""";"3/4"" hatlarda küçük sistemler için filtreleme sağlamak üzere kullanılır.";bahçe sulama, mini damla setleri, sera içi sulama;"3/4"" dişli giriş-çıkışlı plastik filtredir; kompakt yapısı sayesinde küçük debili sulama devrelerinde pratik bir filtre çözümü sunar."
PV1;"PLASTİK VANTUZ 1""";Diğer;"1""";Damlama;133,06;"plastik hava vantuzu 1""";"1"" hatlarda hava tahliyesi ve vakum kırma için yüksek noktaya monte edilir.";PE ve PVC ana hatlar, tarla ve bahçe sulama şebekeleri;"1"" bağlantılı plastik vantuzdur; hat içindeki havayı otomatik tahliye ederek basınç darbelerini azaltır ve boru hattının sağlıklı çalışmasını sağlar."
PV34;"PLASTİK VANTUZ 3/4""";Diğer;"3/4""";Damlama;133,06;"plastik hava vantuzu 3/4""";"3/4"" ve daha küçük çaplı hatlarda hava tahliyesi için kullanılır.";bahçe sulama, küçük blok damla ve yağmurlama sistemleri;"3/4"" dişli plastik vantuzdur; özellikle yüksek noktalarda biriken havayı atarak su darbesi ve debi kaybını önler."
CMTÇ34;"CANSUYU MUSLUĞU TAKIM ÇEVİRMELİ 3/4""";Poelsan;"3/4""";Damlama;223,63;"cansuyu musluk takımı 3/4"" (çevirmeli)";Fidelerin ve küçük bitkilerin cansuyu verilmesinde, depo veya ana hattan kontrollü su almak için kullanılır.;damla ve mini sprink setleri, sera ve hobi bahçeleri, fidan dikimleri;"3/4"" girişli çevirmeli musluk ve bağlantı parçalarından oluşan takımdır; düşük debide kontrollü su vermek için kullanılır, hortum veya damla hattına kolayca bağlanır."
PVK34;"VANALI KUTU 3/4""";Poelsan;"3/4""";Damlama;600,00;"3/4"" vanalı yeraltı kutusu";"Çim altında veya toprak altında 3/4"" vana ve bağlantıları korumak için kullanılır.";otomatik sulama sistemleri, çim ve peyzaj sulaması;"İçinde 3/4"" vana veya manifold barındırılabilen plastik yeraltı kutusudur; vanayı hem korur hem de bakım için kolay erişim sağlar, üstten kapaklıdır."
PPDD112;"PP DİŞİ DİRSEK 1 1/2""";Arangül;"1 1/2""";Fittings;92,62;"PP dişi dirsek 1 1/2""";"1 1/2"" dişli hatlarda 90° dönüş yapmak için kullanılır.";tarla ve bahçe sulama hatları, depo–pompa bağlantıları, temiz su tesisatları;"1 1/2"" iç dişli PP dirsektir; metal veya plastik dişli fittings ile birlikte kullanılarak boru hattında yön değiştirmeyi sağlar, korozyona dayanıklıdır."
PPDD114;"PP DİŞİ DİRSEK 1 1/4""";Arangül;"1 1/4""";Fittings;62,20;"PP dişi dirsek 1 1/4""";"1 1/4"" dişli hatlarda 90° dönüş yapmak için kullanılır.";damla/yağmurlama ana hatları, hidrofor çıkışları, temiz su hatları;"1 1/4"" iç dişli PP dirsektir; vana, filtre ve kolektör çıkışlarında hattı yönlendirmek için kullanılır."
PPDD1;"PP DİŞİ DİRSEK 1""";Arangül;"1""";Fittings;40,08;"PP dişi dirsek 1""";"1"" dişli hatlarda 90° dönüş yapmak için kullanılır.";bahçe ve peyzaj sulama, depo ve kolektör bağlantıları;"1"" iç dişli PP dirsektir; 1"" metal/plastik fittings ile uyumlu olup hattı köşe dönüşlerinde kırmadan çevirmek için kullanılır."
PPDD12;"PP DİŞİ DİRSEK 1/2""";Arangül;"1/2""";Fittings;23,50;"PP dişi dirsek 1/2""";"1/2"" dişli hatlarda 90° dönüş için kullanılır.";küçük sulama devreleri, evsel temiz su tesisatları, cihaz bağlantıları;"1/2"" iç dişli PP dirsektir; küçük çaplı hatlarda kompakt yön değiştirme parçası olarak görev yapar."
PPDD212;"PP DİŞİ DİRSEK 2 1/2""";Arangül;"2 1/2""";Fittings;248,79;"PP dişi dirsek 2 1/2""";"2 1/2"" dişli ana hatlarda 90° dönüş yapmak için kullanılır.";tarla sulama ana iletim hatları, endüstriyel su sistemleri;"2 1/2"" iç dişli PP dirsektir; büyük çaplı hatlarda korozyonsuz ve hafif bir yön değiştirme çözümü sunar."
PPDD2;"PP DİŞİ DİRSEK 2""";Arangül;"2""";Fittings;129,93;"PP dişi dirsek 2""";"2"" dişli hatlarda 90° dönüş yapmak için kullanılır.";tarla ve bahçe sulama ana hatları, pompa çıkış ve girişleri;"2"" iç dişli PP dirsektir; vana, filtre ve kolektörlerden çıkan hattı yönlendirmek için kullanılır."
PPDD3;"PP DİŞİ DİRSEK 3""";Arangül;"3""";Fittings;345,55;"PP dişi dirsek 3""";"3"" dişli ana hatlarda 90° dönüş için kullanılır.";büyük tarla sulama projeleri, endüstriyel su/arıtma sistemleri;"3"" iç dişli PP dirsektir; yüksek debili hatlarda metal dirsek yerine hafif ve paslanmaz çözüm sunar."
PPDD34;"PP DİŞİ DİRSEK 3/4""";Arangül;"3/4""";Fittings;33,17;"PP dişi dirsek 3/4""";"3/4"" dişli hatlarda 90° dönüş yapmak için kullanılır.";bahçe sulama, küçük damla/yağmurlama ana hatları, temiz su tesisatı;"3/4"" iç dişli PP dirsektir; köşe dönüşlerinde boru hattını kırmadan çevirmek için kullanılır."
PPDD4;"PP DİŞİ DİRSEK 4""";Arangül;"4""";Fittings;414,66;"PP dişi dirsek 4""";"4"" dişli ana hatlarda 90° dönüş için kullanılır.";geniş ölçekli tarla sulama, endüstriyel su iletim hatları;"4"" iç dişli PP dirsektir; çok yüksek debili hatlarda korozyona dayanıklı, hafif yön değiştirme fittingsidir."
PPDTA1;"PP DİŞİ TAPA 1""";Arangül;"1""";Fittings;30,44;"PP dişi tapa 1""";"1"" dişli hat veya ekipman çıkışlarını kapatmak için kullanılır.";sulama kolektörleri, yedek hat uçları, test ve bakım zamanları;"1"" iç dişli PP tapadır; kullanılmayan çıkışları sızdırmaz şekilde kapatarak sonradan tekrar açılmasına imkân tanır."
PPDTA12;"PP DİŞİ TAPA 1/2""";Arangül;"1/2""";Fittings;15,55;"PP dişi tapa 1/2""";"1/2"" dişli çıkışları kapatmak için kullanılır.";küçük sulama devreleri, cihaz bağlantı noktaları;"1/2"" iç dişli PP tapadır; vana veya kolektör üzerindeki kullanılmayan 1/2"" çıkışların emniyetli biçimde kapatılmasını sağlar."
PPDTA34;"PP DİŞİ TAPA 3/4""";Arangül;"3/4""";Fittings;23,33;"PP dişi tapa 3/4""";"3/4"" dişli hat sonlarını kapatmak için kullanılır.";bahçe sulama kolektörleri, depo bağlantıları;"3/4"" iç dişli PP tapadır; ileride kullanılabilecek rezerv çıkışların geçici veya kalıcı olarak kapatılmasında kullanılır."
